Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02 ,104.6119995,104.9430008,104.6119995,104.5800018,104.5800018,0
2020-11-03 ,104.723999,104.8010025,104.4369965,104.7249985,104.7249985,0
2020-11-04 ,104.5059967,105.3410034,104.1610031,104.5459976,104.5459976,0
2020-11-05 ,104.435997,104.4499969,103.5739975,104.4380035,104.4380035,0
2020-11-06 ,103.5960007,103.7580032,103.1839981,103.6029968,103.6029968,0
2020-11-09 ,103.2399979,105.6360016,103.2399979,103.2529984,103.2529984,0
2020-11-10 ,105.1620026,105.4779968,104.8219986,105.137001,105.137001,0
2020-11-11 ,105.2630005,105.6600037,105.012001,105.2600021,105.2600021,0
2020-11-12 ,105.4240036,105.4710007,105.1029968,105.4150009,105.4150009,0
2020-11-13 ,105.0849991,105.1449966,104.6110001,105.0899963,105.0899963,0
2020-11-16 ,104.6660004,105.0950012,104.3649979,104.6760025,104.6760025,0
2020-11-17 ,104.4950027,104.564003,104.0739975,104.5410004,104.5410004,0
2020-11-18 ,104.1529999,104.1529999,103.6640015,104.1809998,104.1809998,0
2020-11-19 ,103.9039993,104.2040024,103.7190018,103.8939972,103.8939972,0
2020-11-20 ,103.7929993,103.9049988,103.7060013,103.8249969,103.8249969,0
2020-11-23 ,103.8239975,104.6240005,103.6869965,103.8170013,103.8170013,0
2020-11-24 ,104.5569992,104.7450027,104.1490021,104.5250015,104.5250015,0
2020-11-25 ,104.5059967,104.5849991,104.2679977,104.5130005,104.5130005,0
2020-11-26 ,104.3789978,104.3919983,104.2259979,104.4000015,104.4000015,0
2020-11-27 ,104.2639999,104.2669983,103.9069977,104.2419968,104.2419968,0
2020-11-30 ,104.1009979,104.3840027,103.8300018,104.0820007,104.0820007,0
2020-12-01 ,104.3010025,104.572998,104.185997,104.2990036,104.2990036,0
2020-12-02 ,104.2890015,104.7470016,104.2249985,104.3089981,104.3089981,0
2020-12-03 ,104.4560013,104.5329971,103.6750031,104.4580002,104.4580002,0
2020-12-04 ,103.8239975,104.2419968,103.737999,103.822998,103.822998,0
2020-12-07 ,104.2009964,104.3099976,103.9240036,104.197998,104.197998,0
2020-12-08 ,104.0080032,104.1920013,103.9599991,103.9980011,103.9980011,0
2020-12-09 ,104.1330032,104.3010025,104.0530014,104.1350021,104.1350021,0
2020-12-10 ,104.2870026,104.5739975,104.2320023,104.2720032,104.2720032,0
2020-12-11 ,104.1679993,104.1679993,103.8259964,104.1819992,104.1819992,0
2020-12-14 ,103.961998,104.0830002,103.5139999,103.939003,103.939003,0
2020-12-15 ,104.012001,104.1470032,103.6809998,104.0100021,104.0100021,0
2020-12-16 ,103.651001,103.7099991,103.262001,103.6340027,103.6340027,0
2020-12-17 ,103.4639969,103.5490036,102.8939972,103.4749985,103.4749985,0
2020-12-18 ,103.1490021,103.5899963,103.1289978,103.1309967,103.1309967,0
2020-12-21 ,103.4729996,103.8850021,103.2570038,103.4570007,103.4570007,0
2020-12-22 ,103.336998,103.7220001,103.2789993,103.3399963,103.3399963,0
2020-12-23 ,103.5270004,103.6350021,103.362999,103.5339966,103.5339966,0
2020-12-24 ,103.5250015,103.7559967,103.5,103.552002,103.552002,0
2020-12-25 ,103.6210022,103.6549988,103.2139969,103.6529999,103.6529999,0
2020-12-28 ,103.526001,103.8939972,103.4000015,103.5329971,103.5329971,0
2020-12-29 ,103.6910019,103.7910004,103.4660034,103.689003,103.689003,0
2020-12-30 ,103.552002,103.5699997,102.9629974,103.5589981,103.5589981,0
2020-12-31 ,103.1340027,103.2789993,103.0029984,103.1210022,103.1210022,0
2021-01-01 ,103.2259979,103.25,103.2259979,103.2259979,103.2259979,0
2021-01-04 ,103.2440033,103.2440033,102.7099991,103.2389984,103.2389984,0
2021-01-05 ,103.1419983,103.1800003,102.6719971,103.125,103.125,0
2021-01-06 ,102.6999969,103.4309998,102.5899963,102.6780014,102.6780014,0
2021-01-07 ,103.0279999,103.9509964,102.9560013,103.0240021,103.0240021,0
2021-01-08 ,103.7949982,104.0780029,103.6169968,103.7900009,103.7900009,0
2021-01-11 ,104.072998,104.3889999,104.0370026,104.0910034,104.0910034,0
2021-01-12 ,104.1320038,104.3190002,104.0899963,104.1279984,104.1279984,0
2021-01-13 ,103.7480011,103.987999,103.5400009,103.7519989,103.7519989,0
2021-01-14 ,103.8450012,104.1880035,103.6419983,103.836998,103.836998,0
2021-01-15 ,103.836998,103.8850021,103.6200027,103.8280029,103.8280029,0
2021-01-18 ,103.9120026,103.9229965,103.6389999,103.9079971,103.9079971,0
2021-01-19 ,103.6959991,104.0820007,103.6500015,103.7030029,103.7030029,0
2021-01-20 ,103.8980026,103.9179993,103.4629974,103.8970032,103.8970032,0
2021-01-21 ,103.5569992,103.6589966,103.3259964,103.5550003,103.5550003,0
2021-01-22 ,103.512001,103.8820038,103.4950027,103.5059967,103.5059967,0
2021-01-25 ,103.7870026,103.9309998,103.677002,103.7770004,103.7770004,0
2021-01-26 ,103.762001,103.8270035,103.5550003,103.7600021,103.7600021,0
2021-01-27 ,103.6029968,104.1679993,103.5930023,103.6029968,103.6029968,0
2021-01-28 ,104.1360016,104.4520035,104.1360016,104.1429977,104.1429977,0
2021-01-29 ,104.3119965,104.9349976,104.2890015,104.2910004,104.2910004,0
2021-02-01 ,104.7190018,104.9899979,104.6240005,104.685997,104.685997,0
2021-02-02 ,104.8779984,105.1620026,104.822998,104.8809967,104.8809967,0
2021-02-03 ,105.0220032,105.0970001,104.9240036,105.0279999,105.0279999,0
2021-02-04 ,104.9950027,105.4909973,104.9729996,104.9950027,104.9950027,0
2021-02-05 ,105.5680008,105.7630005,105.3310013,105.5719986,105.5719986,0
2021-02-08 ,105.3970032,105.6660004,105.1579971,105.4000015,105.4000015,0
2021-02-09 ,105.2269974,105.2269974,104.512001,105.2099991,105.2099991,0
2021-02-10 ,104.5820007,104.836998,104.4179993,104.5749969,104.5749969,0
2021-02-11 ,104.6190033,104.7799988,104.552002,104.6149979,104.6149979,0
2021-02-12 ,104.7549973,105.1699982,104.7200012,104.7409973,104.7409973,0
2021-02-15 ,105.060997,105.4049988,104.9830017,105.0589981,105.0589981,0
2021-02-16 ,105.3850021,105.8679962,105.1989975,105.387001,105.387001,0
2021-02-17 ,106.1289978,106.2050018,105.8199997,106.1029968,106.1029968,0
2021-02-18 ,105.8560028,105.9179993,105.598999,105.8610001,105.8610001,0
2021-02-19 ,105.6679993,105.7269974,105.25,105.6520004,105.6520004,0
2021-02-22 ,105.5429993,105.8359985,105,105.5139999,105.5139999,0
2021-02-23 ,105.012001,105.4110031,104.9000015,104.9840012,104.9840012,0
2021-02-24 ,105.2870026,106.0940018,105.2679977,105.2829971,105.2829971,0
2021-02-25 ,105.9459991,106.2860031,105.8550034,105.9440002,105.9440002,0
2021-02-26 ,106.3899994,106.6819992,105.8570023,106.3789978,106.3789978,0
2021-03-01 ,106.473999,106.7730026,106.3759995,106.5029984,106.5029984,0
2021-03-02 ,106.8460007,106.9499969,106.6880035,106.8509979,106.8509979,0
2021-03-03 ,106.7539978,107.1389999,106.7009964,106.7580032,106.7580032,0
2021-03-04 ,107.0589981,107.6350021,106.9700012,107.0579987,107.0579987,0
2021-03-05 ,107.9609985,108.6090012,107.8259964,107.9550018,107.9550018,0
2021-03-08 ,108.3960037,108.9400024,108.314003,108.4189987,108.4189987,0
2021-03-09 ,108.9260025,109.2289963,108.5599976,108.939003,108.939003,0
2021-03-10 ,108.564003,108.9199982,108.3389969,108.5770035,108.5770035,0
2021-03-11 ,108.435997,108.802002,108.362999,108.4319992,108.4319992,0
2021-03-12 ,108.5739975,109.1480026,108.5189972,108.5550003,108.5550003,0
2021-03-15 ,109.1139984,109.3560028,108.9309998,109.1169968,109.1169968,0
2021-03-16 ,109.1190033,109.276001,108.7829971,109.1340027,109.1340027,0
2021-03-17 ,109.0230026,109.276001,109.0139999,109.0289993,109.0289993,0
2021-03-18 ,108.9100037,109.2839966,108.6930008,108.8909988,108.8909988,0
2021-03-19 ,108.9319992,109.1009979,108.6119995,108.9309998,108.9309998,0
2021-03-22 ,108.8779984,108.947998,108.6210022,108.8710022,108.8710022,0
2021-03-23 ,108.7770004,108.8690033,108.4150009,108.776001,108.776001,0
2021-03-24 ,108.5230026,108.9410019,108.4550018,108.5199966,108.5199966,0
2021-03-25 ,108.7839966,109.189003,108.7839966,108.7900009,108.7900009,0
2021-03-26 ,109.1819992,109.8339996,109.1389999,109.1790009,109.1790009,0
2021-03-29 ,109.7779999,109.7789993,109.3840027,109.7910004,109.7910004,0
2021-03-30 ,109.8300018,110.4189987,109.788002,109.8359985,109.8359985,0
2021-03-31 ,110.2929993,110.9530029,110.2779999,110.3050003,110.3050003,0
2021-04-01 ,110.737999,110.8450012,110.5630035,110.75,110.75,0
2021-04-02 ,110.6200027,110.7440033,110.3820038,110.612999,110.612999,0
2021-04-05 ,110.6699982,110.711998,109.9570007,110.677002,110.677002,0
2021-04-06 ,110.1940002,110.5479965,109.689003,110.1930008,110.1930008,0
2021-04-07 ,109.7829971,109.9349976,109.5920029,109.7929993,109.7929993,0
2021-04-08 ,109.8779984,109.8939972,109.0009995,109.8519974,109.8519974,0
2021-04-09 ,109.3249969,109.9520035,109.2220001,109.3300018,109.3300018,0
2021-04-12 ,109.7190018,109.7610016,109.2470016,109.6940002,109.6940002,0
2021-04-13 ,109.3799973,109.7470016,109.0429993,109.3740005,109.3740005,0
2021-04-14 ,108.9169998,109.0800018,108.7649994,108.9240036,108.9240036,0
2021-04-15 ,108.8860016,108.9509964,108.625,108.8939972,108.8939972,0
2021-04-16 ,108.6549988,108.9609985,108.625,108.689003,108.689003,0
2021-04-19 ,108.6940002,108.7549973,108.0070038,108.7190018,108.7190018,0
2021-04-20 ,108.1050034,108.5220032,107.9800034,108.0979996,108.0979996,0
2021-04-21 ,108.1320038,108.2699966,107.8919983,108.1330032,108.1330032,0
2021-04-22 ,108.0270004,108.185997,107.8239975,108.0390015,108.0390015,0
2021-04-23 ,107.935997,108.1230011,107.4700012,107.9779968,107.9779968,0
2021-04-26 ,107.8809967,108.1869965,107.6520004,107.8740005,107.8740005,0
2021-04-27 ,108.1880035,108.5699997,108.1009979,108.2020035,108.2020035,0
2021-04-28 ,108.737999,109.0699997,108.7129974,108.75,108.75,0
2021-04-29 ,108.5049973,109.2190018,108.4380035,108.5049973,108.5049973,0
2021-04-30 ,108.9150009,109.3330002,108.7129974,108.9039993,108.9039993,0
2021-05-03 ,109.2990036,109.6930008,108.9059982,109.2829971,109.2829971,0
2021-05-04 ,109.0859985,109.4810028,109.0469971,109.086998,109.086998,0
2021-05-05 ,109.3259964,109.4629974,109.1520004,109.3290024,109.3290024,0
2021-05-06 ,109.189003,109.4189987,109.0459976,109.2190018,109.2190018,0
2021-05-07 ,109.0139999,109.2779999,108.3470001,109.0500031,109.0500031,0
2021-05-10 ,108.5999985,109.0449982,108.5879974,108.5719986,108.5719986,0
2021-05-11 ,108.8349991,108.9660034,108.3789978,108.8440018,108.8440018,0
