Date,Open,High,Low,Close,Adj Close,Volume
2021-05-12 ,108.7190018,109.5360031,108.6640015,108.7149963,108.7149963,0
2021-05-13 ,109.7229996,109.7770004,109.4759979,109.6640015,109.6640015,0
2021-05-14 ,109.5189972,109.6439972,109.2300034,109.5159988,109.5159988,0
2021-05-17 ,109.4120026,109.4960022,109.0699997,109.4120026,109.4120026,0
2021-05-18 ,109.276001,109.276001,108.8440018,109.2419968,109.2419968,0
2021-05-19 ,108.8570023,109.322998,108.5839996,108.8679962,108.8679962,0
2021-05-20 ,109.2610016,109.2829971,108.7529984,109.2730026,109.2730026,0
2021-05-21 ,108.8310013,108.973999,108.6090012,108.8600006,108.8600006,0
2021-05-24 ,108.9150009,108.9830017,108.697998,108.9189987,108.9189987,0
2021-05-25 ,108.8239975,109.0559998,108.5790024,108.8509979,108.8509979,0
2021-05-26 ,108.7910004,109.137001,108.723999,108.802002,108.802002,0
2021-05-27 ,109.189003,109.8420029,109.0410004,109.1699982,109.1699982,0
2021-05-28 ,109.8420029,110.1959991,109.7939987,109.8089981,109.8089981,0
2021-05-31 ,109.9189987,109.9280014,109.3659973,109.9069977,109.9069977,0
2021-06-01 ,109.4779968,109.6930008,109.3330002,109.4929962,109.4929962,0
2021-06-02 ,109.4830017,109.8830032,109.4830017,109.4929962,109.4929962,0
2021-06-03 ,109.5930023,110.3099976,109.5830002,109.5950012,109.5950012,0
2021-06-04 ,110.2860031,110.322998,109.3710022,110.2659988,110.2659988,0
2021-06-07 ,109.6320038,109.6320038,109.1849976,109.6169968,109.6169968,0
2021-06-08 ,109.288002,109.5530014,109.2050018,109.2740021,109.2740021,0
2021-06-09 ,109.487999,109.637001,109.2340012,109.4690018,109.4690018,0
2021-06-10 ,109.6520004,109.7829971,109.4300003,109.6100006,109.6100006,0
2021-06-11 ,109.3929977,109.8359985,109.3239975,109.4089966,109.4089966,0
2021-06-14 ,109.7440033,109.9970016,109.6110001,109.7089996,109.7089996,0
2021-06-15 ,110.0250015,110.1620026,109.9899979,110.0410004,110.0410004,0
2021-06-16 ,110.0749969,110.1360016,109.8119965,110.0839996,110.0839996,0
2021-06-17 ,110.7799988,110.8170013,110.2109985,110.7699966,110.7699966,0
2021-06-18 ,110.3079987,110.4749985,109.9469986,110.3249969,110.3249969,0
2021-06-21 ,110.1920013,110.3280029,109.7360001,110.2009964,110.2009964,0
2021-06-22 ,110.3850021,110.788002,110.2210007,110.3740005,110.3740005,0
2021-06-23 ,110.6849976,111.0910034,110.6849976,110.6539993,110.6539993,0
2021-06-24 ,110.9860001,111.0950012,110.7099991,111.012001,111.012001,0
2021-06-25 ,110.9169998,110.9749985,110.4820023,110.9209976,110.9209976,0
2021-06-28 ,110.8040009,110.9710007,110.5070038,110.8219986,110.8219986,0
2021-06-29 ,110.6039963,110.7460022,110.4420013,110.6029968,110.6029968,0
2021-06-30 ,110.5240021,111.0650024,110.4290009,110.5350037,110.5350037,0
2021-07-01 ,111.1289978,111.6220016,111.026001,111.1240005,111.1240005,0
2021-07-02 ,111.5839996,111.6559982,111.1549988,111.5719986,111.5719986,0
2021-07-05 ,111.1399994,111.1839981,110.7979965,111.1350021,111.1350021,0
2021-07-06 ,110.9069977,110.9120026,110.526001,110.9160004,110.9160004,0
2021-07-07 ,110.5699997,110.8069992,110.4020004,110.6019974,110.6019974,0
2021-07-08 ,110.6220016,110.6220016,109.5350037,110.6350021,110.6350021,0
2021-07-09 ,109.788002,110.2460022,109.7669983,109.8010025,109.8010025,0
2021-07-12 ,110.2080002,110.3889999,109.9820023,110.2149963,110.2149963,0
2021-07-13 ,110.3280029,110.5500031,110.2020035,110.3249969,110.3249969,0
2021-07-14 ,110.5960007,110.6940002,109.9850006,110.5950012,110.5950012,0
2021-07-15 ,109.9940033,110.0820007,109.7160034,109.9840012,109.9840012,0
2021-07-16 ,109.7570038,110.3359985,109.7330017,109.7779999,109.7779999,0
2021-07-19 ,109.9039993,110.0250015,109.0859985,109.8740005,109.8740005,0
2021-07-20 ,109.5270004,109.9540024,109.3339996,109.5339966,109.5339966,0
2021-07-21 ,109.9260025,110.3830032,109.8069992,109.9199982,109.9199982,0
2021-07-22 ,110.2389984,110.3479996,110.0240021,110.2549973,110.2549973,0
2021-07-23 ,110.1289978,110.5830002,110.1149979,110.1399994,110.1399994,0
2021-07-26 ,110.5429993,110.5800018,110.1259995,110.5439987,110.5439987,0
2021-07-27 ,110.3069992,110.3190002,109.625,110.302002,110.302002,0
2021-07-28 ,109.7839966,110.2160034,109.7470016,109.8059998,109.8059998,0
2021-07-29 ,109.8789978,109.8889999,109.4710007,109.8909988,109.8909988,0
2021-07-30 ,109.3909988,109.7929993,109.3669968,109.4089966,109.4089966,0
2021-08-02 ,109.6940002,109.7440033,109.1959991,109.7060013,109.7060013,0
2021-08-03 ,109.2720032,109.3310013,108.8779984,109.2689972,109.2689972,0
2021-08-04 ,108.9860001,109.6460037,108.7289963,108.9909973,108.9909973,0
2021-08-05 ,109.5350037,109.7779999,109.4079971,109.5289993,109.5289993,0
2021-08-06 ,109.7509995,110.3450012,109.7020035,109.7519989,109.7519989,0
2021-08-09 ,110.2610016,110.310997,110.0279999,110.2590027,110.2590027,0
2021-08-10 ,110.3180008,110.5859985,110.3030014,110.3059998,110.3059998,0
2021-08-11 ,110.598999,110.8030014,110.387001,110.5979996,110.5979996,0
2021-08-12 ,110.3649979,110.526001,110.3160019,110.3740005,110.3740005,0
2021-08-13 ,110.4120026,110.4550018,109.7350006,110.4029999,110.4029999,0
2021-08-16 ,109.5940018,109.5940018,109.112999,109.6240005,109.6240005,0
2021-08-17 ,109.302002,109.6480026,109.1380005,109.2969971,109.2969971,0
2021-08-18 ,109.5410004,109.9440002,109.4830017,109.5370026,109.5370026,0
2021-08-19 ,109.8519974,110.2099991,109.4929962,109.8420029,109.8420029,0
2021-08-20 ,109.7819977,109.8850021,109.5780029,109.7679977,109.7679977,0
2021-08-23 ,109.8639984,110.1399994,109.7300034,109.8399963,109.8399963,0
2021-08-24 ,109.6719971,109.8769989,109.4219971,109.6780014,109.6780014,0
2021-08-25 ,109.7419968,110.0999985,109.6849976,109.7300034,109.7300034,0
2021-08-26 ,109.9970016,110.2220001,109.9260025,109.9759979,109.9759979,0
2021-08-27 ,110.038002,110.2570038,109.8359985,110.0479965,110.0479965,0
2021-08-30 ,109.8410034,109.9560013,109.7060013,109.8649979,109.8649979,0
2021-08-31 ,109.939003,110.0670013,109.6029968,109.9440002,109.9440002,0
2021-09-01 ,110.0619965,110.4100037,109.8830032,110.0559998,110.0559998,0
2021-09-02 ,110.1060028,110.1060028,109.9280014,110.0960007,110.0960007,0
2021-09-03 ,109.9449997,110.0660019,109.6039963,109.9449997,109.9449997,0
2021-09-06 ,109.7779999,109.9309998,109.7490005,109.7639999,109.7639999,0
2021-09-07 ,109.8190002,110.2509995,109.6869965,109.8199997,109.8199997,0
2021-09-08 ,110.2890015,110.4400024,110.1399994,110.2959976,110.2959976,0
2021-09-09 ,110.2200012,110.2679977,109.7529984,110.2180023,110.2180023,0
2021-09-10 ,109.7740021,109.9840012,109.7009964,109.7809982,109.7809982,0
2021-09-13 ,109.9089966,110.1559982,109.8990021,109.9150009,109.9150009,0
2021-09-14 ,109.9909973,110.1439972,109.6190033,109.9940033,109.9940033,0
2021-09-15 ,109.711998,109.7170029,109.1139984,109.7190018,109.7190018,0
2021-09-16 ,109.3909988,109.8239975,109.2149963,109.3830032,109.3830032,0
2021-09-17 ,109.685997,110.0719986,109.6679993,109.6989975,109.6989975,0
2021-09-20 ,109.9800034,110.0329971,109.4300003,109.9710007,109.9710007,0
2021-09-21 ,109.4339981,109.6949997,109.1900024,109.4369965,109.4369965,0
2021-09-22 ,109.1539993,109.6399994,109.1299973,109.1490021,109.1490021,0
2021-09-23 ,109.8089981,110.1949997,109.7919998,109.8219986,109.8219986,0
2021-09-24 ,110.322998,110.7389984,110.310997,110.3259964,110.3259964,0
2021-09-27 ,110.75,111.0550003,110.5339966,110.7639999,110.7639999,0
2021-09-28 ,110.961998,111.6289978,110.9369965,110.9639969,110.9639969,0
2021-09-29 ,111.5130005,111.9169998,111.2190018,111.5279999,111.5279999,0
2021-09-30 ,111.9219971,112.0680008,111.4140015,111.935997,111.935997,0
2021-10-01 ,111.4639969,111.4800034,110.9120026,111.4609985,111.4609985,0
2021-10-04 ,110.9629974,111.2979965,110.8420029,110.9469986,110.9469986,0
2021-10-05 ,110.9690018,111.5530014,110.8759995,110.9680023,110.9680023,0
2021-10-06 ,111.5199966,111.7730026,111.2050018,111.4869995,111.4869995,0
2021-10-07 ,111.4069977,111.5459976,111.2429962,111.413002,111.413002,0
2021-10-08 ,111.6729965,112.177002,111.5220032,111.6620026,111.6620026,0
2021-10-11 ,112.2720032,113.3840027,112.1829987,112.2699966,112.2699966,0
2021-10-12 ,113.4110031,113.7770004,113.0169983,113.3880005,113.3880005,0
2021-10-13 ,113.5360031,113.788002,113.2480011,113.5189972,113.5189972,0
2021-10-14 ,113.2959976,113.7070007,113.2779999,113.3010025,113.3010025,0
2021-10-15 ,113.8359985,114.4469986,113.8160019,113.8339996,113.8339996,0
2021-10-18 ,114.3089981,114.435997,114.0199966,114.3239975,114.3239975,0
2021-10-19 ,114.2910004,114.3460007,113.8830032,114.2850037,114.2850037,0
2021-10-20 ,114.5270004,114.6849976,114.1409988,114.5429993,114.5429993,0
2021-10-21 ,114.3830032,114.3899994,113.6719971,114.3889999,114.3889999,0
2021-10-22 ,113.8479996,114.1849976,113.5149994,113.8499985,113.8499985,0
2021-10-25 ,113.6380005,113.8960037,113.4899979,113.6640015,113.6640015,0
2021-10-26 ,113.7559967,114.2979965,113.7249985,113.7649994,113.7649994,0
2021-10-27 ,114.1780014,114.2149963,113.4169998,114.1880035,114.1880035,0
2021-10-28 ,113.7710037,113.8560028,113.2549973,113.776001,113.776001,0
2021-10-29 ,113.6439972,114.0859985,113.3949966,113.6159973,113.6159973,0
